# index x y theta
0.000000 0.0 0.0 -1.57
1.000000 -0.4 -5.938055 -1.86298
2.000000 -12.273296 -13.128662 -2.402981
3.000000 -26.453501 -10.703999 3.126985
4.000000 -39.236176 -4.333334 2.271324
5.000000 -28.741495 6.022435 0.291850
6.000000 -2.126379 3.602421 -0.239184
7.000000 -1.624631 16.333135 3.076081
8.000000 -11.135965 16.083645 2.745187
9.000000 -20.529335 10.438544 -1.638940
10.000000 -1.076281 -2.852505 -3.14
