# timestamp tx ty tz qx qy qz qw
1728748094.525948 34.897869 1.232072 0.000000 0.000000 0.000000 -0.706789 0.707424
1728748179.040450 34.185745 -8.651408 0.000000 0.000000 0.000000 -0.977250 0.212090
1728748191.736526 22.785009 -9.401625 0.000000 0.000000 0.000000 0.999379 0.035248
1728748199.616794 8.063141 -9.347036 0.000000 0.000000 0.000000 0.998309 0.058123
1728748206.032913 -4.199944 -6.836853 0.000000 0.000000 0.000000 0.759225 0.650828
1728748220.081458 4.848665 6.255635 0.000000 0.000000 0.000000 0.338065 0.941123
1728748229.233560 32.758492 5.422020 0.000000 0.000000 0.000000 -0.159790 0.987151
1728748245.113829 33.696831 -1.015858 0.000000 0.000000 0.000000 0.943760 0.330632
1728748256.770061 33.442764 17.326195 0.000000 0.000000 0.000000 0.999848 0.017448
1728748261.698453 22.036215 17.916868 0.000000 0.000000 0.000000 0.964433 0.264329
1728748266.530508 14.199936 12.278524 0.000000 0.000000 0.000000 -0.721106 0.692825
