# timestamp tx ty tz qx qy qz qw
46.443000 3.658806 1.908831 0.000000 0.000000 0.000000 0.051323 0.998682
50.000000 5.870384 0.987247 0.000000 0.000000 0.000000 -0.690572 0.723263
52.625000 5.744631 -3.547575 0.000000 0.000000 0.000000 -0.695445 0.718579
57.411000 5.105216 -7.736235 0.000000 0.000000 0.000000 0.998965 0.045481
63.888000 0.881510 -7.234083 0.000000 0.000000 0.000000 0.943744 0.330678
68.216000 -1.591881 -3.699869 0.000000 0.000000 0.000000 0.996383 0.084972
72.868000 -4.979298 -7.737350 0.000000 0.000000 0.000000 -0.952260 0.305289
76.739000 -4.991924 -3.390813 0.000000 0.000000 0.000000 0.986684 0.162650
79.964000 -5.484712 1.129924 0.000000 0.000000 0.000000 0.347164 0.937805
83.548000 -4.846328 5.112431 0.000000 0.000000 0.000000 0.892599 0.450852
87.944000 -2.758354 6.957403 0.000000 0.000000 0.000000 -0.101025 0.994884
91.347000 1.003400 6.835515 0.000000 0.000000 0.000000 0.334746 0.942308
104.413000 1.363650 3.294687 0.000000 0.000000 0.000000 -0.730989 0.682389
119.154000 0.156630 -1.028573 0.000000 0.000000 0.000000 -0.352622 0.935766
151.274000 3.277853 -2.126503 0.000000 0.000000 0.000000 -0.182338 0.983236
155.503000 3.900603 -4.706578 0.000000 0.000000 0.000000 -0.831421 0.555643
164.895000 0.177674 -3.691537 0.000000 0.000000 0.000000 0.705337 0.708872
