# timestamp tx ty tz qx qy qz qw
59.442000 0.604208 -2.962620 0.000000 0.000000 0.000000 -0.214143 0.976802
66.484000 3.816988 -3.922554 0.000000 0.000000 0.000000 -0.615229 0.788348
75.382000 6.541056 -6.050859 0.000000 0.000000 0.000000 -0.285620 0.958343
81.974000 6.683547 0.908207 0.000000 0.000000 0.000000 0.975720 0.219023
91.070000 2.308269 1.780588 0.000000 0.000000 0.000000 0.996802 0.079913
99.264000 -1.307538 5.167706 0.000000 0.000000 0.000000 0.999333 0.036530
103.100000 -6.461700 5.967202 0.000000 0.000000 0.000000 -0.893137 0.449784
107.517000 -6.848001 -1.289134 0.000000 0.000000 0.000000 -0.259084 0.965855
113.333000 -2.804750 -3.206816 0.000000 0.000000 0.000000 -0.028115 0.999605
136.764000 -0.804263 -1.024601 0.000000 0.000000 0.000000 0.254251 0.967138
